ts,embb_rate,urllc_rate,mmtc_rate,action,layer,reason,embb_bps,embb_ewma,embb_slope,urllc_rtt,predicted_urllc_rtt
2025-12-25T18:54:32.738954Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15040,13804,210,0.251,3.875
2025-12-25T18:54:33.239187Z,25mbit,10mbit,800kbit,none,,,15440,14294,-1148,0.251,6.395
2025-12-25T18:54:33.738891Z,25mbit,10mbit,800kbit,none,,,15440,14638,1572,0.232,7.047
2025-12-25T18:54:34.238992Z,25mbit,10mbit,800kbit,none,,,15040,14758,1484,0.239,6.673
2025-12-25T18:54:34.739053Z,25mbit,10mbit,800kbit,none,,,15872,15092,1288,0.222,5.051
2025-12-25T18:54:35.239433Z,25mbit,10mbit,800kbit,none,,,15040,15076,782,0.175,5.500
2025-12-25T18:54:35.739000Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15840,15305,667,0.185,8.642
2025-12-25T18:54:36.238711Z,25mbit,10mbit,800kbit,none,,,13840,14866,107,0.193,6.563
2025-12-25T18:54:36.739211Z,25mbit,10mbit,800kbit,none,,,15040,14918,-174,0.197,5.368
2025-12-25T18:54:37.240434Z,25mbit,10mbit,800kbit,none,,,15040,14954,-122,0.194,6.351
2025-12-25T18:54:37.738318Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15440,15100,-205,0.205,7.673
2025-12-25T18:54:38.238926Z,25mbit,10mbit,800kbit,none,,,15040,15082,216,0.201,6.461
2025-12-25T18:54:38.739271Z,25mbit,10mbit,800kbit,none,,,15040,15069,151,0.210,6.619
2025-12-25T18:54:39.241893Z,25mbit,10mbit,800kbit,none,,,15440,15180,225,0.291,6.700
2025-12-25T18:54:39.738274Z,25mbit,10mbit,800kbit,none,,,15440,15258,158,0.305,7.126
2025-12-25T18:54:40.238299Z,25mbit,10mbit,800kbit,none,,,13040,14592,-489,0.305,7.919
2025-12-25T18:54:40.738849Z,25mbit,10mbit,800kbit,none,,,15440,14847,-222,0.300,7.141
2025-12-25T18:54:41.239619Z,25mbit,10mbit,800kbit,none,,,15440,15024,-155,0.406,6.182
2025-12-25T18:54:41.739090Z,25mbit,10mbit,800kbit,none,,,15040,15029,-229,0.401,7.226
2025-12-25T18:54:42.240276Z,25mbit,10mbit,800kbit,none,,,15440,15152,559,0.467,7.994
2025-12-25T18:54:42.738241Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15440,15238,391,0.459,6.948
2025-12-25T18:54:43.240481Z,25mbit,10mbit,800kbit,none,,,15040,15179,154,0.459,6.050
2025-12-25T18:54:43.738465Z,25mbit,10mbit,800kbit,none,,,15040,15137,107,0.452,7.408
2025-12-25T18:54:44.238497Z,25mbit,10mbit,800kbit,none,,,15040,15108,-44,0.537,8.768
2025-12-25T18:54:44.739079Z,25mbit,10mbit,800kbit,none,,,15440,15207,-31,0.534,6.596
2025-12-25T18:54:45.238654Z,25mbit,10mbit,800kbit,none,,,14640,15037,-141,0.534,6.691
2025-12-25T18:54:45.739252Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13440,14558,-579,0.396,7.671
2025-12-25T18:54:46.240043Z,25mbit,10mbit,800kbit,none,,,16272,15072,-35,0.396,7.370
2025-12-25T18:54:46.738408Z,25mbit,10mbit,800kbit,none,,,15440,15182,-25,0.402,6.756
2025-12-25T18:54:47.238409Z,25mbit,10mbit,800kbit,none,,,13840,14779,-257,0.403,7.612
2025-12-25T18:54:47.739169Z,25mbit,10mbit,800kbit,none,,,15440,14977,419,0.403,7.356
2025-12-25T18:54:48.238648Z,25mbit,10mbit,800kbit,none,,,16672,15486,413,0.197,6.702
2025-12-25T18:54:48.738981Z,25mbit,10mbit,800kbit,none,,,15440,15472,289,0.202,6.982
2025-12-25T18:54:49.242420Z,25mbit,10mbit,800kbit,none,,,15440,15462,682,0.189,8.754
2025-12-25T18:54:49.738983Z,25mbit,10mbit,800kbit,none,,,13840,14975,-2,0.173,7.424
2025-12-25T18:54:50.240352Z,25mbit,10mbit,800kbit,none,,,15440,15115,-371,0.173,6.027
2025-12-25T18:54:50.738292Z,25mbit,10mbit,800kbit,none,,,13440,14612,-859,0.173,7.354
2025-12-25T18:54:51.240457Z,25mbit,10mbit,800kbit,none,,,15040,14740,-721,0.172,8.536
2025-12-25T18:54:51.738719Z,25mbit,10mbit,800kbit,none,,,15440,14950,-25,0.172,6.316
2025-12-25T18:54:52.239959Z,25mbit,10mbit,800kbit,none,,,14640,14857,-257,0.172,6.592
2025-12-25T18:54:52.738357Z,25mbit,10mbit,800kbit,none,,,13840,14552,-60,0.221,7.680
2025-12-25T18:54:53.240863Z,25mbit,10mbit,800kbit,none,,,14640,14578,-162,0.222,6.900
2025-12-25T18:54:53.739215Z,25mbit,10mbit,800kbit,none,,,15040,14716,-233,0.231,6.858
2025-12-25T18:54:54.240516Z,25mbit,10mbit,800kbit,none,,,15440,14933,76,0.231,6.646
2025-12-25T18:54:54.738996Z,25mbit,10mbit,800kbit,none,,,13840,14605,53,0.247,7.890
2025-12-25T18:54:55.240248Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15040,14735,157,0.253,6.362
2025-12-25T18:54:55.739069Z,25mbit,10mbit,800kbit,none,,,15840,15067,350,0.213,6.334
2025-12-25T18:54:56.238796Z,25mbit,10mbit,800kbit,none,,,16672,15548,614,0.202,7.171
2025-12-25T18:54:56.738930Z,25mbit,10mbit,800kbit,none,,,13440,14916,310,0.237,7.441
2025-12-25T18:54:57.238919Z,25mbit,10mbit,800kbit,none,,,15040,14953,217,0.207,7.047
2025-12-25T18:54:57.738736Z,25mbit,10mbit,800kbit,none,,,15440,15099,32,0.219,6.160
2025-12-25T18:54:58.240489Z,25mbit,10mbit,800kbit,none,,,13440,14601,-947,0.219,7.052
2025-12-25T18:54:58.738351Z,25mbit,10mbit,800kbit,none,,,15440,14853,-63,0.231,7.530
2025-12-25T18:54:59.240266Z,25mbit,10mbit,800kbit,none,,,15440,15029,75,0.242,7.216
2025-12-25T18:54:59.738764Z,25mbit,10mbit,800kbit,none,,,15040,15032,-66,0.242,6.192
2025-12-25T18:55:00.243545Z,25mbit,10mbit,800kbit,none,,,13840,14674,73,0.196,6.526
2025-12-25T18:55:00.738964Z,25mbit,10mbit,800kbit,none,,,15440,14904,51,0.205,7.655
2025-12-25T18:55:01.238434Z,25mbit,10mbit,800kbit,none,,,13440,14464,-564,0.205,7.204
2025-12-25T18:55:01.738568Z,25mbit,10mbit,800kbit,none,,,13840,14277,-754,0.220,6.978
2025-12-25T18:55:02.239267Z,25mbit,10mbit,800kbit,none,,,15440,14626,-48,0.220,6.710
2025-12-25T18:55:02.738337Z,25mbit,10mbit,800kbit,none,,,15040,14750,-153,0.210,6.814
2025-12-25T18:55:03.242547Z,25mbit,10mbit,800kbit,none,,,16272,15206,741,0.209,6.634
2025-12-25T18:55:03.739030Z,25mbit,10mbit,800kbit,none,,,16672,15646,1368,0.224,7.263
2025-12-25T18:55:04.238473Z,25mbit,10mbit,800kbit,none,,,15040,15464,838,0.224,6.993
2025-12-25T18:55:04.738693Z,25mbit,10mbit,800kbit,none,,,15040,15337,586,0.224,6.658
2025-12-25T18:55:05.239384Z,25mbit,10mbit,800kbit,none,,,13440,14767,-438,0.222,8.086
2025-12-25T18:55:05.738531Z,25mbit,10mbit,800kbit,none,,,13840,14489,-1156,0.198,7.385
2025-12-25T18:55:06.238244Z,25mbit,10mbit,800kbit,none,,,15440,14774,-689,0.191,5.947
2025-12-25T18:55:06.738487Z,25mbit,10mbit,800kbit,none,,,13840,14494,-842,0.191,7.028
2025-12-25T18:55:07.238327Z,25mbit,10mbit,800kbit,none,,,15040,14658,-109,0.172,7.401
2025-12-25T18:55:07.739222Z,25mbit,10mbit,800kbit,none,,,15440,14892,403,0.170,6.003
2025-12-25T18:55:08.238808Z,25mbit,10mbit,800kbit,none,,,15840,15176,402,0.159,6.712
2025-12-25T18:55:08.739083Z,25mbit,10mbit,800kbit,none,,,15840,15375,881,0.182,7.078
2025-12-25T18:55:09.238722Z,25mbit,10mbit,800kbit,none,,,15040,15275,617,0.189,8.172
2025-12-25T18:55:09.739038Z,25mbit,10mbit,800kbit,none,,,11840,14244,-648,0.199,6.919
2025-12-25T18:55:10.240321Z,25mbit,10mbit,800kbit,none,,,14640,14363,-813,0.199,6.041
2025-12-25T18:55:10.738952Z,25mbit,10mbit,800kbit,none,,,15840,14806,-569,0.199,6.684
2025-12-25T18:55:11.240572Z,25mbit,10mbit,800kbit,none,,,15872,15125,-149,0.296,7.807
2025-12-25T18:55:11.738321Z,25mbit,10mbit,800kbit,none,,,15440,15220,975,0.310,6.926
2025-12-25T18:55:12.240113Z,25mbit,10mbit,800kbit,none,,,15040,15166,802,0.285,5.841
2025-12-25T18:55:12.738362Z,25mbit,10mbit,800kbit,none,,,13440,14648,-157,0.278,6.672
2025-12-25T18:55:13.240442Z,25mbit,10mbit,800kbit,none,,,11840,13805,-1320,0.278,8.021
2025-12-25T18:55:13.739077Z,25mbit,10mbit,800kbit,none,,,13840,13816,-1404,0.278,7.113
2025-12-25T18:55:14.238847Z,25mbit,10mbit,800kbit,none,,,15040,14183,-982,0.277,6.164
2025-12-25T18:55:14.758613Z,25mbit,10mbit,800kbit,none,,,13440,13960,-688,0.186,6.292
2025-12-25T18:55:15.238756Z,25mbit,10mbit,800kbit,none,,,15040,14284,478,0.177,7.264
2025-12-25T18:55:15.738855Z,25mbit,10mbit,800kbit,none,,,14672,14400,584,0.193,6.171
2025-12-25T18:55:16.240479Z,25mbit,10mbit,800kbit,none,,,13440,14112,-70,0.193,6.267
2025-12-25T18:55:16.758810Z,25mbit,10mbit,800kbit,none,,,15040,14390,430,0.199,7.409
2025-12-25T18:55:17.238676Z,25mbit,10mbit,800kbit,none,,,15040,14585,301,0.199,6.849
2025-12-25T18:55:17.748593Z,25mbit,10mbit,800kbit,none,,,15840,14961,561,0.207,6.064
2025-12-25T18:55:18.239596Z,25mbit,10mbit,800kbit,none,,,15040,14985,872,0.207,6.708
2025-12-25T18:55:18.738799Z,25mbit,10mbit,800kbit,none,,,15040,15001,611,0.213,7.334
2025-12-25T18:55:19.239148Z,25mbit,10mbit,800kbit,none,,,13440,14533,-52,0.212,6.233
2025-12-25T18:55:19.739007Z,25mbit,10mbit,800kbit,none,,,15040,14685,-276,0.201,6.432
2025-12-25T18:55:20.240086Z,25mbit,10mbit,800kbit,none,,,13440,14311,-673,0.201,7.342
2025-12-25T18:55:20.738287Z,25mbit,10mbit,800kbit,none,,,15872,14779,-221,0.236,6.983
2025-12-25T18:55:21.238255Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15040,14857,324,0.243,5.870
2025-12-25T18:55:21.738439Z,25mbit,10mbit,800kbit,none,,,13440,14432,-252,0.225,6.919
2025-12-25T18:55:22.239184Z,25mbit,10mbit,800kbit,none,,,13440,14134,-176,0.226,7.411
2025-12-25T18:55:22.738887Z,25mbit,10mbit,800kbit,none,,,15440,14526,-253,0.250,5.922
2025-12-25T18:55:23.238359Z,25mbit,10mbit,800kbit,none,,,14640,14560,-297,0.250,6.785
2025-12-25T18:55:23.738825Z,25mbit,10mbit,800kbit,none,,,13840,14344,-88,0.215,7.126
2025-12-25T18:55:24.238755Z,25mbit,10mbit,800kbit,none,,,13040,13953,-181,0.211,7.512
2025-12-25T18:55:24.738426Z,25mbit,10mbit,800kbit,none,,,15440,14399,-127,0.233,5.462
2025-12-25T18:55:25.240214Z,25mbit,10mbit,800kbit,none,,,15440,14711,150,0.227,6.205
2025-12-25T18:55:25.738833Z,25mbit,10mbit,800kbit,none,,,13440,14329,-14,0.227,7.710
2025-12-25T18:55:26.242800Z,25mbit,10mbit,800kbit,none,,,13440,14062,109,0.203,7.164
2025-12-25T18:55:26.739175Z,25mbit,10mbit,800kbit,none,,,15040,14356,-43,0.209,4.905
2025-12-25T18:55:27.239710Z,25mbit,10mbit,800kbit,none,,,15440,14681,-30,0.197,6.636
2025-12-25T18:55:27.738323Z,25mbit,10mbit,800kbit,none,,,15040,14788,458,0.179,7.693
2025-12-25T18:55:28.238888Z,25mbit,10mbit,800kbit,none,,,15440,14984,921,0.185,7.179
2025-12-25T18:55:28.739310Z,25mbit,10mbit,800kbit,none,,,15440,15120,764,0.185,5.411
2025-12-25T18:55:29.238498Z,25mbit,10mbit,800kbit,none,,,960,10872,-3808,0.185,5.683
2025-12-25T18:55:29.739094Z,25mbit,10mbit,800kbit,none,,,17040,12722,-2066,0.191,5.294
2025-12-25T18:55:30.240119Z,25mbit,10mbit,800kbit,none,,,13760,13034,-1950,0.451,6.470
2025-12-25T18:55:30.768932Z,25mbit,10mbit,800kbit,none,,,7920,11499,-3621,0.475,5.808
2025-12-25T18:55:31.239249Z,25mbit,10mbit,800kbit,none,,,22560,14817,3945,0.474,1.764
2025-12-25T18:55:31.739062Z,25mbit,10mbit,800kbit,none,,,7920,12748,25,0.517,4.440
2025-12-25T18:55:32.240205Z,25mbit,10mbit,800kbit,none,,,20880,15187,2153,0.506,7.090
2025-12-25T18:55:32.739527Z,25mbit,10mbit,800kbit,none,,,11760,14159,2659,0.241,5.783
2025-12-25T18:55:33.239182Z,25mbit,10mbit,800kbit,none,,,16320,14807,-10,0.241,4.910
2025-12-25T18:55:33.738447Z,25mbit,10mbit,800kbit,none,,,5920,12141,-607,0.224,3.109
2025-12-25T18:55:34.239622Z,25mbit,10mbit,800kbit,none,,,19360,14306,-880,0.219,4.821
2025-12-25T18:55:34.738712Z,25mbit,10mbit,800kbit,none,,,7520,12270,-1888,0.190,5.503
2025-12-25T18:55:35.240360Z,25mbit,10mbit,800kbit,none,,,21280,14973,165,0.190,3.585
2025-12-25T18:55:35.738770Z,25mbit,10mbit,800kbit,none,,,7920,12857,716,0.199,4.670
2025-12-25T18:55:36.239944Z,25mbit,10mbit,800kbit,none,,,20960,15288,981,0.196,4.657
2025-12-25T18:55:36.758707Z,25mbit,10mbit,800kbit,none,,,7920,13077,806,0.196,4.698
2025-12-25T18:55:37.240422Z,25mbit,10mbit,800kbit,none,,,22560,15922,948,0.196,6.459
2025-12-25T18:55:37.740418Z,25mbit,10mbit,800kbit,none,,,15440,15777,2920,0.198,4.794
2025-12-25T18:55:38.238421Z,25mbit,10mbit,800kbit,none,,,15440,15676,388,0.198,6.119
2025-12-25T18:55:38.738463Z,25mbit,10mbit,800kbit,none,,,16272,15855,2777,0.202,5.091
2025-12-25T18:55:39.240331Z,25mbit,10mbit,800kbit,none,,,11840,14650,-1271,0.202,4.292
2025-12-25T18:55:39.768306Z,25mbit,10mbit,800kbit,none,,,7520,12511,-3266,0.202,5.320
2025-12-25T18:55:40.240367Z,25mbit,10mbit,800kbit,none,,,22096,15386,-289,0.202,2.364
2025-12-25T18:55:40.738774Z,25mbit,10mbit,800kbit,none,,,7520,13026,-2828,0.246,6.649
2025-12-25T18:55:41.240257Z,25mbit,10mbit,800kbit,none,,,20960,15406,756,0.229,4.346
2025-12-25T18:55:41.738754Z,25mbit,10mbit,800kbit,none,,,7920,13160,649,0.230,5.731
2025-12-25T18:55:42.239255Z,25mbit,10mbit,800kbit,none,,,19680,15116,-270,0.217,5.327
2025-12-25T18:55:42.748750Z,25mbit,10mbit,800kbit,none,,,7520,12837,-189,0.216,5.312
2025-12-25T18:55:43.238274Z,25mbit,10mbit,800kbit,none,,,20960,15274,-132,0.216,7.900
2025-12-25T18:55:43.768620Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,7520,12947,-212,0.177,5.370
2025-12-25T18:55:44.239065Z,25mbit,10mbit,800kbit,none,,,20112,15097,-19,0.178,5.616
2025-12-25T18:55:44.738886Z,25mbit,10mbit,800kbit,none,,,13440,14600,1762,0.173,4.919
2025-12-25T18:55:45.238541Z,25mbit,10mbit,800kbit,none,,,13440,14252,-1022,0.175,5.872
2025-12-25T18:55:45.738870Z,25mbit,10mbit,800kbit,none,,,5920,11752,-1195,0.175,4.595
2025-12-25T18:55:46.240323Z,25mbit,10mbit,800kbit,none,,,20960,14514,-582,0.172,2.907
2025-12-25T18:55:46.739060Z,25mbit,10mbit,800kbit,none,,,7520,12416,-2183,0.175,6.285
2025-12-25T18:55:47.240433Z,25mbit,10mbit,800kbit,none,,,23360,15699,1447,0.175,4.216
2025-12-25T18:55:47.738467Z,25mbit,10mbit,800kbit,none,,,7920,13365,1613,0.208,5.076
2025-12-25T18:55:48.238685Z,25mbit,10mbit,800kbit,none,,,24624,16743,2228,0.202,3.911
2025-12-25T18:55:48.738962Z,25mbit,10mbit,800kbit,none,,,15440,16352,3935,0.205,5.529
2025-12-25T18:55:49.239000Z,25mbit,10mbit,800kbit,none,,,15440,16078,379,0.200,8.932
2025-12-25T18:55:49.738427Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,7920,13630,265,0.210,4.689
2025-12-25T18:55:50.238899Z,25mbit,10mbit,800kbit,none,,,21280,15925,-817,0.186,3.362
2025-12-25T18:55:50.739168Z,25mbit,10mbit,800kbit,none,,,10160,14195,-2156,0.207,6.792
2025-12-25T18:55:51.238494Z,25mbit,10mbit,800kbit,none,,,16720,14953,-1125,0.207,7.803
2025-12-25T18:55:51.738726Z,25mbit,10mbit,800kbit,none,,,5920,12243,-1387,0.207,5.115
2025-12-25T18:55:52.240297Z,25mbit,10mbit,800kbit,none,,,20880,14834,-1091,0.210,2.740
2025-12-25T18:55:52.740180Z,25mbit,10mbit,800kbit,none,,,15440,15015,820,0.202,6.676
2025-12-25T18:55:53.238454Z,25mbit,10mbit,800kbit,none,,,15040,15023,70,0.581,9.450
2025-12-25T18:55:53.739452Z,25mbit,10mbit,800kbit,none,,,15040,15028,2785,0.574,6.577
2025-12-25T18:55:54.239036Z,25mbit,10mbit,800kbit,none,,,15440,15151,317,0.574,3.334
2025-12-25T18:55:54.738520Z,25mbit,10mbit,800kbit,none,,,7920,12982,-2033,0.597,7.960
2025-12-25T18:55:55.240520Z,25mbit,10mbit,800kbit,none,,,20512,15241,217,0.597,6.797
2025-12-25T18:55:55.759423Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,7520,12924,-2103,0.612,6.441
2025-12-25T18:55:56.240233Z,25mbit,10mbit,800kbit,none,,,20960,15335,183,0.612,4.443
2025-12-25T18:55:56.740229Z,25mbit,10mbit,800kbit,none,,,15840,15486,2504,0.594,6.134
2025-12-25T18:55:57.240157Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15840,15592,351,0.259,8.278
2025-12-25T18:55:57.738253Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,7520,13170,246,0.259,5.323
2025-12-25T18:55:58.238498Z,25mbit,10mbit,800kbit,none,,,21280,15603,268,0.259,5.160
2025-12-25T18:55:58.758582Z,25mbit,10mbit,800kbit,none,,,7520,13178,-2308,0.259,7.433
2025-12-25T18:55:59.242157Z,25mbit,10mbit,800kbit,none,,,20960,15512,-79,0.249,6.696
2025-12-25T18:55:59.738867Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,7520,13115,-55,0.234,6.450
2025-12-25T18:56:00.238724Z,25mbit,10mbit,800kbit,none,,,22512,15934,330,0.403,5.159
2025-12-25T18:56:00.738971Z,25mbit,10mbit,800kbit,none,,,15040,15665,2487,0.403,5.460
2025-12-25T18:56:01.240407Z,25mbit,10mbit,800kbit,none,,,15040,15478,-34,0.378,8.563
2025-12-25T18:56:01.738357Z,25mbit,10mbit,800kbit,none,,,5920,12610,-504,0.378,6.007
2025-12-25T18:56:02.239335Z,25mbit,10mbit,800kbit,none,,,22960,15715,-218,0.378,2.959
2025-12-25T18:56:02.738850Z,25mbit,10mbit,800kbit,none,,,7520,13256,-2409,0.378,7.288
2025-12-25T18:56:03.240081Z,25mbit,10mbit,800kbit,none,,,20880,15543,65,0.371,7.667
2025-12-25T18:56:03.738782Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,7920,13256,645,0.374,5.331
2025-12-25T18:56:04.238366Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,21360,15687,-27,0.205,3.467
2025-12-25T18:56:04.738494Z,25mbit,10mbit,800kbit,none,,,7920,13357,100,0.205,5.723
2025-12-25T18:56:05.240398Z,25mbit,10mbit,800kbit,none,,,21280,15734,190,0.207,8.584
2025-12-25T18:56:05.740299Z,25mbit,10mbit,800kbit,none,,,11120,14349,1093,0.187,5.165
2025-12-25T18:56:06.240117Z,25mbit,10mbit,800kbit,none,,,18560,15612,-74,0.198,4.890
2025-12-25T18:56:06.738887Z,25mbit,10mbit,800kbit,none,,,11520,14385,1027,0.213,5.807
2025-12-25T18:56:07.239901Z,25mbit,10mbit,800kbit,none,,,19760,15997,263,0.202,5.711
2025-12-25T18:56:07.748723Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,7920,13574,-775,0.226,5.593
2025-12-25T18:56:08.240142Z,25mbit,10mbit,800kbit,none,,,20960,15789,177,0.225,4.342
2025-12-25T18:56:08.748934Z,25mbit,10mbit,800kbit,none,,,7520,13308,-1076,0.221,6.822
2025-12-25T18:56:09.239529Z,25mbit,10mbit,800kbit,none,,,22960,16204,206,0.194,4.821
2025-12-25T18:56:09.738292Z,25mbit,10mbit,800kbit,none,,,7520,13599,24,0.207,6.742
2025-12-25T18:56:10.238823Z,25mbit,10mbit,800kbit,none,,,22960,16407,617,0.180,6.316
2025-12-25T18:56:10.738297Z,25mbit,10mbit,800kbit,none,,,7520,13741,432,0.180,5.741
2025-12-25T18:56:11.240247Z,25mbit,10mbit,800kbit,none,,,19280,15402,-801,0.212,7.002
2025-12-25T18:56:11.738997Z,25mbit,10mbit,800kbit,none,,,7920,13157,-441,0.244,5.900
2025-12-25T18:56:12.240463Z,25mbit,10mbit,800kbit,none,,,22560,15978,-428,0.236,4.791
2025-12-25T18:56:12.738240Z,25mbit,10mbit,800kbit,none,,,7920,13560,-180,0.239,5.415
2025-12-25T18:56:13.238719Z,25mbit,10mbit,800kbit,none,,,19280,15276,-126,0.234,6.470
2025-12-25T18:56:13.738757Z,25mbit,10mbit,800kbit,none,,,5920,12469,-688,0.214,4.801
2025-12-25T18:56:14.240449Z,25mbit,10mbit,800kbit,none,,,22960,15616,-361,0.181,2.982
2025-12-25T18:56:14.738837Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,7520,13187,-373,0.194,6.062
2025-12-25T18:56:15.238444Z,25mbit,10mbit,800kbit,none,,,18512,14785,-491,0.175,6.900
2025-12-25T18:56:15.738398Z,25mbit,10mbit,800kbit,none,,,15440,14981,2511,0.174,3.787
2025-12-25T18:56:16.240329Z,25mbit,10mbit,800kbit,none,,,15040,14999,-617,0.174,3.622
2025-12-25T18:56:16.768693Z,25mbit,10mbit,800kbit,none,,,7920,12875,-312,0.187,5.584
2025-12-25T18:56:17.238393Z,25mbit,10mbit,800kbit,none,,,20960,15300,515,0.187,3.941
2025-12-25T18:56:17.738265Z,25mbit,10mbit,800kbit,none,,,7920,13086,-1894,0.191,5.388
2025-12-25T18:56:18.238721Z,25mbit,10mbit,800kbit,none,,,19280,14944,-54,0.195,5.171
2025-12-25T18:56:18.738402Z,25mbit,10mbit,800kbit,none,,,7920,12837,-38,0.206,6.423
2025-12-25T18:56:19.238947Z,25mbit,10mbit,800kbit,none,,,19280,14770,-530,0.178,4.203
2025-12-25T18:56:19.738708Z,25mbit,10mbit,800kbit,none,,,13840,14491,1404,0.188,4.519
2025-12-25T18:56:20.239950Z,25mbit,10mbit,800kbit,none,,,15040,14655,-288,0.174,7.281
2025-12-25T18:56:20.739169Z,25mbit,10mbit,800kbit,none,,,7520,12515,-322,0.174,6.774
2025-12-25T18:56:21.238498Z,25mbit,10mbit,800kbit,none,,,22960,15648,878,0.171,2.613
2025-12-25T18:56:21.739548Z,25mbit,10mbit,800kbit,none,,,15040,15465,974,0.183,6.992
2025-12-25T18:56:22.239472Z,25mbit,10mbit,800kbit,none,,,13440,14858,202,0.186,8.298
2025-12-25T18:56:22.768434Z,25mbit,10mbit,800kbit,none,,,7520,12656,141,0.186,5.755
2025-12-25T18:56:23.239226Z,25mbit,10mbit,800kbit,none,,,22560,15627,-20,0.176,2.245
2025-12-25T18:56:23.738338Z,25mbit,10mbit,800kbit,none,,,15040,15451,-14,0.194,7.507
2025-12-25T18:56:24.239014Z,25mbit,10mbit,800kbit,none,,,15040,15327,469,0.194,9.646
2025-12-25T18:56:24.738845Z,25mbit,10mbit,800kbit,none,,,7520,12985,328,0.185,6.100
2025-12-25T18:56:25.240281Z,25mbit,10mbit,800kbit,none,,,22560,15857,230,0.863,2.137
2025-12-25T18:56:25.738654Z,25mbit,10mbit,800kbit,none,,,7520,13356,-2094,0.872,7.359
2025-12-25T18:56:26.238601Z,25mbit,10mbit,800kbit,none,,,22960,16237,909,0.853,10.589
2025-12-25T18:56:26.738371Z,25mbit,10mbit,800kbit,none,,,7520,13622,636,0.892,5.388
2025-12-25T18:56:27.238821Z,25mbit,10mbit,800kbit,none,,,22960,16423,565,0.882,3.774
2025-12-25T18:56:27.740298Z,25mbit,10mbit,800kbit,none,,,15440,16128,2771,0.229,6.779
2025-12-25T18:56:28.240409Z,25mbit,10mbit,800kbit,none,,,15840,16041,-195,0.217,11.028
2025-12-25T18:56:28.739382Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15440,15861,2239,0.284,4.759
2025-12-25T18:56:29.240541Z,25mbit,10mbit,800kbit,none,,,13440,15134,-1288,0.246,3.800
2025-12-25T18:56:29.738806Z,25mbit,10mbit,800kbit,none,,,7920,12970,-3158,0.256,6.782
2025-12-25T18:56:30.242457Z,25mbit,10mbit,800kbit,none,,,18960,14767,-1274,0.910,4.421
2025-12-25T18:56:30.739338Z,25mbit,10mbit,800kbit,none,,,8352,12842,-3018,0.922,6.389
2025-12-25T18:56:31.240303Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,22992,15887,752,0.861,3.411
2025-12-25T18:56:31.741367Z,25mbit,10mbit,800kbit,none,,,13760,15249,2278,0.874,6.774
2025-12-25T18:56:32.239561Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,16320,15570,803,0.866,7.770
2025-12-25T18:56:32.738810Z,25mbit,10mbit,800kbit,none,,,15040,15411,2568,0.191,6.020
2025-12-25T18:56:33.240247Z,25mbit,10mbit,800kbit,none,,,13440,14819,-1067,0.191,6.134
2025-12-25T18:56:33.738756Z,25mbit,10mbit,800kbit,none,,,8352,12879,-2369,0.180,7.991
2025-12-25T18:56:34.238270Z,25mbit,10mbit,800kbit,none,,,11760,12543,-3026,0.180,5.045
2025-12-25T18:56:34.739177Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13440,12812,-2598,0.175,5.206
2025-12-25T18:56:35.240263Z,25mbit,10mbit,800kbit,none,,,13440,13000,-1819,0.160,5.048
2025-12-25T18:56:36.068977Z,25mbit,10mbit,800kbit,none,,,18592,14678,1798,0.158,6.027
2025-12-25T18:56:36.240386Z,25mbit,10mbit,800kbit,none,,,11392,13692,1148,0.158,5.337
2025-12-25T18:56:36.839222Z,25mbit,10mbit,800kbit,none,,,15040,14096,1284,0.156,6.722
2025-12-25T18:56:37.240418Z,25mbit,10mbit,800kbit,none,,,15040,14379,1378,0.149,5.082
2025-12-25T18:56:37.738544Z,25mbit,10mbit,800kbit,none,,,15840,14817,139,0.174,8.473
2025-12-25T18:56:38.239627Z,25mbit,10mbit,800kbit,none,,,15440,15004,1312,0.174,5.892
2025-12-25T18:56:38.738757Z,10mbit,10mbit,800kbit,hard_throttle,emergency,urllc severe,13840,14655,558,15.398,4.093
2025-12-25T18:56:39.238567Z,10mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15040,14770,390,15.422,5.250
